"id","лемма","часть_речи","ipm","R","D","текстов","также_собственное"
6974,"гегелевский","a",0.5,26,75,35,""
6975,"гегемон","s",0.8,46,86,55,""
6976,"гегемония","s",1,40,83,67,""
6977,"гедонизм","s",0.6,32,77,37,""
6978,"гедонистический","a",0.4,15,68,18,""
6979,"геенна","s",0.5,23,70,32,""
6980,"гей","s",1.9,59,80,91,""
6981,"гейзер","s",1,45,79,57,""
6982,"гейм","s",1.1,24,55,30,""
6983,"гейша","s",1.2,36,62,46,""
6984,"гекзаметр","s",0.5,19,72,23,""
6985,"гексагональный","a",0.5,11,67,24,""
6986,"гексоген","s",0.8,34,81,51,""
6987,"гектар","s",11.4,90,89,537,""
6988,"гелевый","a",0.5,17,70,21,""
6989,"гелиевый","a",0.4,17,66,21,""
6990,"гелий","s",2.2,50,71,82,"*"
6991,"гель","s",9,71,74,248,""
6992,"гемагглютинация","s",1,10,66,44,""
6993,"гемагглютинин","s",2.6,11,55,47,""
6994,"гемагглютинирующий","a",0.6,8,59,31,""
6995,"гематома","s",0.6,38,83,44,""
6996,"гемоглобин","s",1.8,52,83,86,""
6997,"гемодиализ","s",0.4,13,67,17,""
6998,"геморрагический","a",2.8,20,65,70,""
6999,"геморрой","s",2.2,64,88,132,""
7000,"гемофилия","s",0.6,27,75,33,""
7001,"ген","s",28.4,98,78,569,""
7002,"генацвале","s",0.7,15,51,16,""
7003,"гендерный","a",1.4,25,62,38,""
7004,"гендиректор","s",9.2,46,84,490,""
7005,"гендриков","a",0.4,10,48,10,""
7006,"генеалогический","a",1.1,55,87,79,""
7007,"генеалогия","s",1.1,55,86,72,""
7008,"генез","s",0.4,14,60,21,""
7009,"генезис","s",2.3,41,78,123,""
7010,"генерал","s",140,100,92,1951,""
7011,"генерал-адъютант","s",0.4,19,75,22,""
7012,"генерал-губернатор","s",2,65,84,106,""
7013,"генерализация","s",1.5,13,57,34,""
7014,"генерализовать","v",0.8,12,57,26,""
7015,"генералиссимус","s",2.3,72,88,120,""
7016,"генералитет","s",2,57,82,99,""
7017,"генерал-лейтенант","s",6.7,81,86,295,""
7018,"генерал-майор","s",7.6,82,90,357,""
7019,"генерал-полковник","s",6,70,82,269,""
7020,"генерал-фельдмаршал","s",0.4,20,71,22,""
7021,"генеральный","a",87.4,100,91,3493,""
7022,"генеральский","a",8.6,87,90,349,""
7023,"генеральша","s",1,38,82,51,""
7024,"генеративный","a",1.2,9,46,17,""
7025,"генератор","s",7.7,86,85,337,""
7026,"генерация","s",6.6,60,76,266,""
7027,"генерировать","v",4.3,70,86,249,""
7028,"генерироваться","v",0.7,23,73,53,""
7029,"генетик","s",2.4,59,81,108,""
7030,"генетика","s",7,86,81,251,""
7031,"генетически","adv",3.8,70,86,240,""
7032,"генетический","a",19.2,94,80,659,""
7033,"гениально","adv",2.9,85,91,194,""
7034,"гениальность","s",3.9,85,91,230,""
7035,"гениальный","a",28.4,100,95,1155,""
7036,"гений","s",39.2,99,94,1269,""
7037,"гениталии","s",2.3,62,69,94,""
7038,"генитальный","a",3.1,17,25,25,""
7039,"генно-инженерный","a",0.4,18,70,26,""
7040,"генный","a",2.8,67,80,142,""
7041,"геном","s",11.8,30,66,184,""
7042,"геномика","s",0.8,4,39,4,""
7043,"геномный","a",1.6,13,63,57,""
7044,"генотип","s",6.1,38,64,124,""
7045,"генотипирование","s",0.8,7,49,23,""
7046,"генофонд","s",1.2,47,84,80,""
7047,"геноцид","s",3.3,64,88,193,""
7048,"генплан","s",1.3,32,72,63,""
7049,"генподрядчик","s",0.6,30,79,45,""
7050,"генпрокурор","s",3.1,46,84,157,""
7051,"генсек","s",5.7,73,83,246,""
7052,"генсовет","s",1.1,24,73,44,""
7053,"генуэзский","a",0.6,28,79,35,""
7054,"генштаб","s",13.3,77,63,303,""
7055,"генштабист","s",0.6,13,47,17,""
7056,"генштабовский","a",1.2,6,32,6,""
7057,"географ","s",5,59,69,102,""
7058,"географически","adv",1.5,61,88,118,""
7059,"географический","a",17.2,98,89,918,""
7060,"география","s",13.9,99,93,724,""
7061,"геодезический","a",1.3,41,77,61,""
7062,"геодезия","s",0.5,27,80,40,""
7063,"геодинамический","a",0.8,12,60,24,""
7064,"геоинформатика","s",1.1,15,59,46,""
7065,"геоинформационный","a",3.9,24,64,91,""
7066,"геоинформация","s",0.6,11,55,19,""
7067,"геолог","s",9.5,87,83,313,""
7068,"геологический","a",23.3,92,79,462,""
7069,"геология","s",4.2,68,81,182,""
7070,"геолого-геофизический","a",1.4,15,66,48,""
7071,"геолого-минералогический","a",0.4,18,75,28,""
7072,"геологоразведка","s",0.5,33,82,38,""
7073,"геологоразведочный","a",2.2,52,82,102,""
7074,"геолого-разведочный","a",0.4,21,75,26,""
7075,"геолого-экономический","a",0.4,14,61,21,""
7076,"геомагнитный","a",0.4,17,70,20,""
7077,"геометрически","adv",0.6,34,82,53,""
7078,"геометрический","a",9.3,91,82,484,""
7079,"геометрия","s",9.5,92,83,420,""
7080,"геоморфологический","a",0.7,12,59,24,""
7081,"геополитика","s",1.3,45,83,90,""
7082,"геополитический","a",6.5,63,87,338,""
7083,"георгиевский","a",3.7,78,87,153,""
7084,"георгин","s",1.7,69,87,99,""
7085,"геосистема","s",0.5,7,48,10,""
7086,"геосреда","s",1.2,9,60,22,""
7087,"геостационарный","a",0.5,17,70,19,""
7088,"геостратегический","a",0.5,29,80,37,""
7089,"геотермальный","a",0.4,12,47,14,""
7090,"геофизик","s",1.2,39,76,57,""
7091,"геофизика","s",1.9,34,75,79,""
7092,"геофизический","a",5.6,55,75,162,""
7093,"геохимический","a",3.4,18,61,73,""
7094,"геохимия","s",1,21,72,40,""
7095,"геоэкологический","a",1.1,10,54,29,""
7096,"гепард","s",1.2,25,59,31,""
7097,"гепарин","s",0.5,18,62,23,""
7098,"гепатит","s",14.4,65,65,192,""
7099,"гепатоцит","s",0.5,9,57,18,""
7100,"геральдика","s",0.6,29,79,31,""
7101,"геральдический","a",1,41,81,60,""
7102,"герань","s",2.1,68,86,114,""
7103,"герб","s",7.7,95,88,376,""
7104,"гербалайф","s",0.5,24,77,30,"*"
7105,"гербарий","s",1,47,86,69,""
7106,"гербицид","s",0.8,26,72,44,""
7107,"гербовый","a",1.4,52,78,79,""
7108,"геркулес","s",1.6,61,86,97,"*"
7109,"геркулесов","a",0.5,25,66,28,""
7110,"германец","s",2,59,76,93,""
7111,"германий","s",0.7,36,79,47,""
7112,"германский","a",25.2,97,89,804,""
7113,"гермафродит","s",0.6,23,72,27,"*"
7114,"герменевтика","s",0.6,14,60,16,""
7115,"герметизация","s",0.6,26,77,33,""
7116,"герметизировать","v",0.5,26,72,37,""
7117,"герметик","s",0.8,19,62,30,""
7118,"герметически","adv",0.6,24,61,29,""
7119,"герметический","a",0.7,36,79,42,""
7120,"герметично","adv",0.5,32,81,37,""
7121,"герметичность","s",1.1,44,76,65,""
7122,"герметичный","a",1.6,67,86,115,""
7123,"героизм","s",5.3,94,93,316,""
7124,"героика","s",0.7,38,82,49,""
7125,"героин","s",5.2,75,85,177,""
7126,"героиновый","a",0.7,25,74,33,""
7127,"героиня","s",20.7,97,90,750,""
7128,"героически","adv",2.4,78,91,177,""
7129,"героический","a",14.8,97,94,754,""
7130,"герой","s",184,100,93,3957,""
7131,"герой-любовник","s",0.4,26,80,31,""
7132,"геройски","adv",0.9,48,86,68,""
7133,"геройский","a",1.4,56,87,100,""
7134,"геройство","s",1.5,60,89,104,""
7135,"герольд","s",0.6,22,58,25,""
7136,"герпес","s",3.8,32,63,72,""
7137,"герпесвирусный","a",0.4,8,59,14,""
7138,"герпетический","a",1.7,12,54,29,""
7139,"герр","s",2.5,51,73,78,""
7140,"герц","s",2.3,28,42,40,"*"
7141,"герцог","s",6.7,82,84,192,""
7142,"герцогиня","s",1.4,37,78,53,""
7143,"герцогство","s",0.5,23,77,28,""
7144,"гестапо","s",6.7,69,72,135,""
7145,"гестаповец","s",2,36,68,49,""
7146,"гестаповский","a",0.5,24,73,25,""
7147,"гетевский","a",0.4,27,78,28,""
7148,"гетера","s",0.4,25,79,28,""
7149,"гетерогенность","s",0.8,15,68,46,""
7150,"гетерогенный","a",2.5,17,62,85,""
7151,"гетерологичный","a",0.4,10,58,19,""
7152,"гетеросексуальный","a",1,24,58,31,""
7153,"гетман","s",1.8,38,73,51,""
7154,"гетто","s",6.2,66,66,156,""
7155,"геть","intj",0.4,17,70,18,""
7156,"гефсиманский","a",1.5,31,53,84,""
7157,"гешефт","s",0.5,28,82,31,""
7158,"гжель","s",0.4,21,75,28,"*"
7159,"гиалуроновый","a",0.4,11,60,15,""
7160,"гиацинт","s",0.7,37,83,51,"*"
7161,"гиббон","s",0.4,15,63,17,""
7162,"гибель","s",51,100,96,1861,""
7163,"гибельный","a",3.9,92,92,257,""
7164,"гибкий","a",15.7,100,94,940,""
7165,"гибко","adv",2.1,81,90,164,""
7166,"гибкость","s",6.4,92,91,426,""
7167,"гиблый","a",1.6,62,88,115,""
7168,"гибнуть","v",14.2,99,95,800,""
7169,"гибрид","s",5.2,91,85,265,""
7170,"гибридизация","s",1.6,28,68,60,""
7171,"гибридный","a",1.8,46,79,109,""
7172,"гибридома","s",0.7,6,47,8,""
7173,"гигант","s",12.7,99,94,706,""
7174,"гигантомания","s",0.5,31,84,39,""
7175,"гигантский","a",33.8,97,94,1407,""
7176,"гигиена","s",4.6,87,89,289,""
7177,"гигиенический","a",2.8,87,90,186,""
7178,"гид","s",4.6,82,90,240,""
7179,"гидра","s",1.2,44,76,59,""
7180,"гидравлика","s",0.7,31,78,43,""
7181,"гидравлический","a",4.8,65,76,227,""
7182,"гидрат","s",0.5,12,65,16,""
7183,"гидратация","s",0.5,12,59,23,""
7184,"гидратированный","a",0.4,8,38,10,""
7185,"гидрогель","s",0.4,7,52,7,""
7186,"гидрогеологический","a",0.6,19,68,34,""
7187,"гидрографический","a",0.7,24,71,31,""
7188,"гидродинамика","s",0.5,22,77,26,""
7189,"гидродинамический","a",1,30,74,59,""
7190,"гидроизоляционный","a",0.6,13,56,26,""
7191,"гидроизоляция","s",1.2,23,57,42,""
7192,"гидроколлоид","s",0.5,9,40,11,""
7193,"гидрокостюм","s",0.5,14,56,16,""
7194,"гидроксид","s",0.5,14,70,28,""
7195,"гидроксильный","a",1.1,13,36,23,""
7196,"гидролиз","s",1.8,18,68,50,""
7197,"гидролизат","s",0.5,13,52,15,""
7198,"гидролизный","a",0.4,11,32,11,""
7199,"гидролог","s",0.5,24,76,24,""
7200,"гидрологический","a",1.1,29,73,56,""
7201,"гидромассаж","s",0.4,20,73,25,""
7202,"гидрометеорология","s",0.4,13,63,23,""
7203,"гидросамолет","s",0.4,17,71,22,""
7204,"гидросистема","s",0.6,21,68,35,""
7205,"гидростанция","s",0.8,36,79,45,""
7206,"гидростатический","a",0.8,14,57,33,""
7207,"гидросфера","s",0.4,13,61,20,""
7208,"гидротермальный","a",0.6,13,66,17,""
7209,"гидротехнический","a",1.1,31,73,60,""
7210,"гидроузел","s",0.4,21,65,26,""
7211,"гидроусилитель","s",0.8,30,77,52,""
7212,"гидрофобный","a",1.1,13,63,30,""
7213,"гидрохимический","a",0.5,10,43,13,""
7214,"гидроэлектростанция","s",1.2,48,83,73,""
7215,"гиена","s",1.2,43,81,58,""
7216,"гик","s",0.6,32,80,41,""
7217,"гиканье","s",0.5,36,84,44,""
7218,"гильдия","s",3.2,64,88,166,""
7219,"гильза","s",5.2,82,89,216,""
7220,"гильотина","s",1.5,60,87,96,""
7221,"гималайский","a",1.3,33,67,39,""
7222,"гимн","s",14.8,97,92,669,""
7223,"гимназист","s",2.6,69,85,117,""
7224,"гимназистка","s",1.9,55,71,76,""
7225,"гимназический","a",2.9,73,86,128,""
7226,"гимназия","s",14.5,99,91,457,""
7227,"гимнаст","s",1.6,55,85,85,""
7228,"гимнастерка","s",12.9,80,85,270,""
7229,"гимнастика","s",8.6,93,89,362,""
7230,"гимнастический","a",2.1,67,90,129,""
7231,"гимнастка","s",1.3,48,82,71,""
7232,"гимнограф","s",0.4,6,28,9,""
7233,"гимнография","s",0.6,8,23,13,""
7234,"гинеколог","s",3.7,75,78,151,""
7235,"гинекологический","a",1.5,59,77,86,""
7236,"гинекология","s",1,42,84,58,""
7237,"гипербола","s",1.1,53,86,75,""
7238,"гиперболический","a",0.5,26,77,31,""
7239,"гиперборейский","a",0.4,10,27,11,""
7240,"гиперзвуковой","a",0.7,18,60,29,""
7241,"гиперинфляция","s",0.5,21,73,29,""
7242,"гипермаркет","s",1,27,74,45,""
7243,"гиперссылка","s",0.9,16,58,26,""
7244,"гипертекст","s",0.4,11,38,12,""
7245,"гипертекстовый","a",0.5,12,62,19,""
7246,"гипертоник","s",0.5,32,83,38,""
7247,"гипертонический","a",1,53,87,79,""
7248,"гипертония","s",2.2,66,82,126,""
7249,"гипертрофированный","a",1.5,64,89,120,""
7250,"гипертрофия","s",0.5,29,80,37,""
7251,"гипноз","s",4.8,94,92,257,""
7252,"гипнотизер","s",1.3,55,83,67,""
7253,"гипнотизировать","v",2.1,70,90,150,""
7254,"гипнотический","a",2.1,75,90,133,""
7255,"гипоксия","s",0.4,18,74,23,""
7256,"гипоталамус","s",0.7,10,49,15,""
7257,"гипотеза","s",19.9,98,84,706,""
7258,"гипотенуза","s",0.5,22,77,23,""
7259,"гипотетически","adv",0.7,35,83,56,""
7260,"гипотетический","a",4.2,81,89,284,""
7261,"гипотония","s",0.4,12,55,13,""
7262,"гипофиз","s",0.7,15,35,17,""
7263,"гиппокамп","s",0.4,7,44,9,""
7264,"гипс","s",5.5,90,88,256,""
7265,"гипсовый","a",4.6,84,89,231,""
7266,"гирлянда","s",3.9,94,93,259,""
7267,"гироскоп","s",0.5,20,77,26,""
7268,"гирька","s",1,43,81,56,""
7269,"гиря","s",4.4,82,88,219,""
7270,"гиссарский","a",0.5,7,32,7,""
7271,"гистограмма","s",2.9,14,52,41,""
7272,"гистологический","a",0.8,23,73,43,""
7273,"гистология","s",0.4,21,70,23,""
7274,"гит","s",0.9,14,28,15,""
7275,"гитара","s",22.2,92,92,767,""
7276,"гитарист","s",2.8,73,87,151,""
7277,"гитарный","a",1.7,60,86,110,""
7278,"гитлеризм","s",0.7,37,83,43,""
7279,"гитлеровец","s",3.2,62,84,119,""
7280,"гитлеровский","a",6.9,79,82,249,""
7281,"глава","s",240.2,100,93,6919,""
7282,"главарь","s",4.4,79,89,218,""
7283,"главбух","s",1.1,36,77,49,""
7284,"главврач","s",4.8,76,88,183,""
7285,"главенство","s",1,39,84,64,""
7286,"главенствовать","v",2.5,76,90,186,""
7287,"главк","s",4.5,75,83,175,""
7288,"главка","s",1.5,53,86,91,""
7289,"главком","s",3.3,52,79,138,""
7290,"главнейший","a",2.1,78,89,160,""
7291,"главное","adv",100.7,100,96,3916,""
